,date,canton,new_cases,total_cases,new_deaths,total_deaths
2384,2020-06-02,BL,0.0,0.0,0.0,0.0
2385,2020-06-02,FR,0.0,0.0,0.0,0.0
2386,2020-06-02,GR,0.0,0.0,0.0,0.0
2387,2020-06-02,JU,0.0,0.0,0.0,0.0
2388,2020-06-02,NE,0.0,0.0,0.0,0.0
2389,2020-06-02,NW,0.0,0.0,0.0,0.0
2390,2020-06-02,SG,0.0,0.0,0.0,0.0
2391,2020-06-02,VD,0.0,0.0,0.0,0.0
2392,2020-06-02,VS,0.0,0.0,0.0,0.0
2394,2020-06-02,GE,0.0,0.0,0.0,0.0
2395,2020-06-02,OW,0.0,0.0,0.0,0.0
2396,2020-06-02,SO,0.0,0.0,0.0,0.0
2397,2020-06-02,AG,0.0,0.0,0.0,0.0
2398,2020-06-02,BE,0.0,0.0,0.0,0.0
2399,2020-06-02,TI,0.0,0.0,0.0,0.0
2400,2020-06-02,ZG,0.0,0.0,0.0,0.0
2401,2020-06-02,SH,0.0,0.0,0.0,0.0
2402,2020-06-02,BS,0.0,0.0,0.0,0.0
2403,2020-06-02,SZ,0.0,0.0,0.0,0.0
2404,2020-06-02,TG,0.0,0.0,0.0,0.0
2405,2020-06-02,AR,0.0,0.0,0.0,0.0
2406,2020-06-02,GL,0.0,0.0,0.0,0.0
2407,2020-06-02,ZH,0.0,0.0,0.0,0.0
2408,2020-06-02,UR,0.0,0.0,0.0,0.0
2409,2020-06-03,BL,1.0,1.0,0.0,0.0
2410,2020-06-03,FR,1.0,1.0,0.0,0.0
2411,2020-06-03,GR,1.0,1.0,0.0,0.0
2412,2020-06-03,JU,0.0,0.0,0.0,0.0
2413,2020-06-03,LU,0.0,0.0,0.0,0.0
2414,2020-06-03,NE,3.0,3.0,0.0,0.0
2415,2020-06-03,NW,0.0,0.0,0.0,0.0
2416,2020-06-03,SG,0.0,0.0,0.0,0.0
2417,2020-06-03,VD,2.0,2.0,0.0,0.0
2418,2020-06-03,VS,0.0,0.0,0.0,0.0
2420,2020-06-03,GE,2.0,2.0,0.0,0.0
2421,2020-06-03,OW,0.0,0.0,0.0,0.0
2422,2020-06-03,SO,2.0,2.0,0.0,0.0
2423,2020-06-03,AG,1.0,1.0,0.0,0.0
2424,2020-06-03,AR,0.0,0.0,0.0,0.0
2425,2020-06-03,BE,1.0,1.0,0.0,0.0
2426,2020-06-03,TI,0.0,0.0,0.0,0.0
2427,2020-06-03,ZG,0.0,0.0,0.0,0.0
2428,2020-06-03,SH,0.0,0.0,0.0,0.0
2429,2020-06-03,SZ,0.0,0.0,0.0,0.0
2430,2020-06-03,TG,0.0,0.0,0.0,0.0
2431,2020-06-03,BS,1.0,1.0,0.0,0.0
2432,2020-06-03,AI,0.0,0.0,0.0,0.0
2433,2020-06-03,GL,0.0,0.0,0.0,0.0
2434,2020-06-03,ZH,3.0,3.0,0.0,0.0
2435,2020-06-04,BL,0.0,1.0,0.0,0.0
2436,2020-06-04,FR,2.0,3.0,0.0,0.0
2437,2020-06-04,GR,0.0,1.0,0.0,0.0
2438,2020-06-04,JU,0.0,0.0,0.0,0.0
2439,2020-06-04,LU,0.0,0.0,0.0,0.0
2440,2020-06-04,NE,1.0,4.0,0.0,0.0
2441,2020-06-04,NW,0.0,0.0,0.0,0.0
2442,2020-06-04,SG,0.0,0.0,0.0,0.0
2443,2020-06-04,VD,3.0,5.0,0.0,0.0
2444,2020-06-04,VS,2.0,2.0,0.0,0.0
2446,2020-06-04,GE,2.0,4.0,0.0,0.0
2447,2020-06-04,OW,0.0,0.0,0.0,0.0
2448,2020-06-04,SO,1.0,3.0,0.0,0.0
2449,2020-06-04,AG,2.0,3.0,0.0,0.0
2450,2020-06-04,BE,3.0,4.0,0.0,0.0
2451,2020-06-04,TI,1.0,1.0,0.0,0.0
2452,2020-06-04,ZG,0.0,0.0,0.0,0.0
2453,2020-06-04,AR,0.0,0.0,0.0,0.0
2454,2020-06-04,SH,0.0,0.0,0.0,0.0
2455,2020-06-04,BS,0.0,1.0,0.0,0.0
2456,2020-06-04,SZ,0.0,0.0,0.0,0.0
2457,2020-06-04,TG,0.0,0.0,0.0,0.0
2458,2020-06-04,GL,0.0,0.0,0.0,0.0
2459,2020-06-04,ZH,8.0,11.0,0.0,0.0
2460,2020-06-05,BL,0.0,1.0,0.0,0.0
2461,2020-06-05,FR,2.0,5.0,0.0,0.0
2462,2020-06-05,GR,0.0,1.0,0.0,0.0
2463,2020-06-05,JU,0.0,0.0,0.0,0.0
2464,2020-06-05,LU,0.0,0.0,0.0,0.0
2465,2020-06-05,NE,1.0,5.0,0.0,0.0
2466,2020-06-05,NW,0.0,0.0,0.0,0.0
2467,2020-06-05,SG,1.0,1.0,0.0,0.0
2468,2020-06-05,VD,2.0,7.0,0.0,0.0
2469,2020-06-05,VS,2.0,4.0,0.0,0.0
2471,2020-06-05,GE,2.0,6.0,0.0,0.0
2472,2020-06-05,OW,0.0,0.0,0.0,0.0
2473,2020-06-05,SO,0.0,3.0,0.0,0.0
2474,2020-06-05,AG,0.0,3.0,0.0,0.0
2475,2020-06-05,TI,0.0,1.0,0.0,0.0
2476,2020-06-05,ZG,0.0,0.0,0.0,0.0
2477,2020-06-05,BS,3.0,4.0,0.0,0.0
2478,2020-06-05,AI,0.0,0.0,0.0,0.0
2479,2020-06-05,SH,0.0,0.0,0.0,0.0
2480,2020-06-05,AR,0.0,0.0,0.0,0.0
2481,2020-06-05,SZ,0.0,0.0,0.0,0.0
2482,2020-06-05,TG,0.0,0.0,0.0,0.0
2483,2020-06-05,GL,0.0,0.0,0.0,0.0
2484,2020-06-05,ZH,6.0,17.0,0.0,0.0
2485,2020-06-06,BL,0.0,1.0,0.0,0.0
2486,2020-06-06,FR,0.0,5.0,0.0,0.0
2487,2020-06-06,GR,0.0,1.0,0.0,0.0
2488,2020-06-06,JU,0.0,0.0,0.0,0.0
2489,2020-06-06,LU,0.0,0.0,0.0,0.0
2490,2020-06-06,NE,1.0,6.0,0.0,0.0
2491,2020-06-06,NW,0.0,0.0,0.0,0.0
2492,2020-06-06,SG,0.0,1.0,0.0,0.0
2493,2020-06-06,SH,0.0,0.0,0.0,0.0
2494,2020-06-06,VD,2.0,9.0,0.0,0.0
2495,2020-06-06,VS,1.0,5.0,0.0,0.0
2497,2020-06-06,GE,3.0,9.0,0.0,0.0
2498,2020-06-06,OW,0.0,0.0,0.0,0.0
2499,2020-06-06,AG,2.0,5.0,0.0,0.0
2500,2020-06-06,TI,0.0,1.0,0.0,0.0
2501,2020-06-06,ZG,0.0,0.0,0.0,0.0
2502,2020-06-06,BS,0.0,4.0,0.0,0.0
2503,2020-06-06,SZ,0.0,0.0,0.0,0.0
2504,2020-06-06,TG,0.0,0.0,0.0,0.0
2505,2020-06-06,ZH,4.0,21.0,0.0,0.0
2506,2020-06-07,BL,0.0,1.0,0.0,0.0
2507,2020-06-07,FR,2.0,7.0,0.0,0.0
2508,2020-06-07,GR,0.0,1.0,0.0,0.0
2509,2020-06-07,JU,0.0,0.0,0.0,0.0
2510,2020-06-07,NE,0.0,6.0,0.0,0.0
2511,2020-06-07,NW,0.0,0.0,0.0,0.0
2512,2020-06-07,SG,1.0,2.0,0.0,0.0
2513,2020-06-07,SH,0.0,0.0,0.0,0.0
2514,2020-06-07,VD,2.0,11.0,0.0,0.0
2515,2020-06-07,VS,2.0,7.0,0.0,0.0
2517,2020-06-07,GE,0.0,9.0,0.0,0.0
2518,2020-06-07,OW,0.0,0.0,0.0,0.0
2519,2020-06-07,AG,0.0,5.0,0.0,0.0
2520,2020-06-07,BE,1.0,5.0,0.0,0.0
2521,2020-06-07,TI,0.0,1.0,1.0,1.0
2522,2020-06-07,ZG,0.0,0.0,0.0,0.0
2523,2020-06-07,BS,0.0,4.0,0.0,0.0
2524,2020-06-07,SZ,0.0,0.0,0.0,0.0
2525,2020-06-07,TG,0.0,0.0,0.0,0.0
2526,2020-06-07,ZH,0.0,21.0,0.0,0.0
2527,2020-06-08,BL,1.0,2.0,0.0,0.0
2528,2020-06-08,FR,4.0,11.0,0.0,0.0
2529,2020-06-08,GR,0.0,1.0,1.0,1.0
2530,2020-06-08,JU,0.0,0.0,0.0,0.0
2531,2020-06-08,LU,0.0,0.0,0.0,0.0
2532,2020-06-08,NE,2.0,8.0,0.0,0.0
2533,2020-06-08,NW,0.0,0.0,0.0,0.0
2534,2020-06-08,SG,2.0,4.0,0.0,0.0
2535,2020-06-08,VD,1.0,12.0,0.0,0.0
2536,2020-06-08,VS,5.0,12.0,0.0,0.0
2538,2020-06-08,GE,1.0,10.0,0.0,0.0
2539,2020-06-08,OW,0.0,0.0,0.0,0.0
2540,2020-06-08,SO,0.0,3.0,0.0,0.0
2541,2020-06-08,AG,0.0,5.0,0.0,0.0
2542,2020-06-08,BE,5.0,10.0,0.0,0.0
2543,2020-06-08,TI,0.0,1.0,0.0,1.0
2544,2020-06-08,ZG,1.0,1.0,0.0,0.0
2545,2020-06-08,SH,0.0,0.0,0.0,0.0
2546,2020-06-08,BS,0.0,4.0,0.0,0.0
2547,2020-06-08,SZ,0.0,0.0,0.0,0.0
2548,2020-06-08,TG,1.0,1.0,0.0,0.0
2549,2020-06-08,AR,0.0,0.0,0.0,0.0
2550,2020-06-08,GL,0.0,0.0,0.0,0.0
2551,2020-06-08,ZH,0.0,21.0,0.0,0.0
2552,2020-06-09,BL,0.0,2.0,0.0,0.0
2553,2020-06-09,FR,0.0,11.0,0.0,0.0
2554,2020-06-09,GR,0.0,1.0,0.0,1.0
2555,2020-06-09,JU,0.0,0.0,0.0,0.0
2556,2020-06-09,LU,0.0,0.0,0.0,0.0
2557,2020-06-09,NE,0.0,8.0,0.0,0.0
2558,2020-06-09,NW,0.0,0.0,0.0,0.0
2559,2020-06-09,SG,1.0,5.0,0.0,0.0
2560,2020-06-09,VD,3.0,15.0,0.0,0.0
2561,2020-06-09,VS,1.0,13.0,0.0,0.0
2563,2020-06-09,GE,0.0,10.0,0.0,0.0
2564,2020-06-09,OW,0.0,0.0,0.0,0.0
2565,2020-06-09,SO,0.0,3.0,0.0,0.0
2566,2020-06-09,AG,2.0,7.0,0.0,0.0
2567,2020-06-09,AI,0.0,0.0,0.0,0.0
2568,2020-06-09,BE,0.0,10.0,0.0,0.0
2569,2020-06-09,TI,0.0,1.0,0.0,1.0
2570,2020-06-09,ZG,2.0,3.0,0.0,0.0
2571,2020-06-09,SH,0.0,0.0,0.0,0.0
2572,2020-06-09,BS,1.0,5.0,0.0,0.0
2573,2020-06-09,SZ,0.0,0.0,0.0,0.0
2574,2020-06-09,TG,0.0,1.0,0.0,0.0
2575,2020-06-09,GL,0.0,0.0,0.0,0.0
2576,2020-06-09,ZH,0.0,21.0,0.0,0.0
2577,2020-06-10,BL,0.0,2.0,0.0,0.0
2578,2020-06-10,FR,2.0,13.0,0.0,0.0
2579,2020-06-10,GR,0.0,1.0,0.0,1.0
2580,2020-06-10,JU,0.0,0.0,0.0,0.0
2581,2020-06-10,LU,0.0,0.0,0.0,0.0
2582,2020-06-10,NE,0.0,8.0,0.0,0.0
2583,2020-06-10,NW,0.0,0.0,0.0,0.0
2584,2020-06-10,SG,3.0,8.0,0.0,0.0
2585,2020-06-10,VD,1.0,16.0,0.0,0.0
2586,2020-06-10,VS,4.0,17.0,0.0,0.0
2588,2020-06-10,GE,2.0,12.0,1.0,1.0
2589,2020-06-10,OW,0.0,0.0,0.0,0.0
2590,2020-06-10,AG,0.0,7.0,0.0,0.0
2591,2020-06-10,BE,0.0,10.0,0.0,0.0
2592,2020-06-10,TI,0.0,1.0,0.0,1.0
2593,2020-06-10,ZG,2.0,5.0,0.0,0.0
2594,2020-06-10,BS,0.0,5.0,0.0,0.0
2595,2020-06-10,SH,0.0,0.0,0.0,0.0
2596,2020-06-10,SZ,0.0,0.0,0.0,0.0
2597,2020-06-10,TG,0.0,1.0,0.0,0.0
2598,2020-06-10,AI,0.0,0.0,0.0,0.0
2599,2020-06-10,GL,0.0,0.0,0.0,0.0
2600,2020-06-10,ZH,3.0,24.0,0.0,0.0
2601,2020-06-11,BL,0.0,2.0,0.0,0.0
2602,2020-06-11,FR,1.0,14.0,0.0,0.0
2603,2020-06-11,GR,1.0,2.0,0.0,1.0
2604,2020-06-11,JU,0.0,0.0,0.0,0.0
2605,2020-06-11,NE,0.0,8.0,0.0,0.0
2606,2020-06-11,NW,0.0,0.0,0.0,0.0
2607,2020-06-11,SG,2.0,10.0,0.0,0.0
2608,2020-06-11,VD,4.0,20.0,0.0,0.0
2609,2020-06-11,VS,4.0,21.0,0.0,0.0
2611,2020-06-11,GE,0.0,12.0,0.0,1.0
2612,2020-06-11,OW,0.0,0.0,0.0,0.0
2613,2020-06-11,AG,3.0,10.0,0.0,0.0
2614,2020-06-11,BE,2.0,12.0,0.0,0.0
2615,2020-06-11,TI,1.0,2.0,0.0,1.0
2616,2020-06-11,ZG,0.0,5.0,0.0,0.0
2617,2020-06-11,BS,0.0,5.0,0.0,0.0
2618,2020-06-11,SH,0.0,0.0,0.0,0.0
2619,2020-06-11,SZ,1.0,1.0,0.0,0.0
2620,2020-06-11,TG,0.0,1.0,0.0,0.0
2621,2020-06-11,ZH,2.0,26.0,0.0,0.0
2622,2020-06-11,GL,0.0,0.0,0.0,0.0
2623,2020-06-12,BL,0.0,2.0,0.0,0.0
2624,2020-06-12,FR,0.0,14.0,0.0,0.0
2625,2020-06-12,GR,0.0,2.0,0.0,1.0
2626,2020-06-12,JU,0.0,0.0,0.0,0.0
2627,2020-06-12,LU,0.0,0.0,0.0,0.0
2628,2020-06-12,NE,1.0,9.0,0.0,0.0
2629,2020-06-12,NW,0.0,0.0,0.0,0.0
2630,2020-06-12,SG,0.0,10.0,0.0,0.0
2631,2020-06-12,VD,7.0,27.0,0.0,0.0
2632,2020-06-12,VS,4.0,25.0,1.0,1.0
2634,2020-06-12,GE,4.0,16.0,0.0,1.0
2635,2020-06-12,OW,0.0,0.0,0.0,0.0
2636,2020-06-12,AG,3.0,13.0,0.0,0.0
2637,2020-06-12,BE,1.0,13.0,0.0,0.0
2638,2020-06-12,TI,0.0,2.0,1.0,2.0
2639,2020-06-12,ZG,4.0,9.0,0.0,0.0
2640,2020-06-12,AR,0.0,0.0,0.0,0.0
2641,2020-06-12,BS,0.0,5.0,0.0,0.0
2642,2020-06-12,SH,0.0,0.0,0.0,0.0
2643,2020-06-12,SZ,0.0,1.0,0.0,0.0
2644,2020-06-12,TG,0.0,1.0,0.0,0.0
2645,2020-06-12,AI,0.0,0.0,0.0,0.0
2646,2020-06-12,GL,0.0,0.0,0.0,0.0
2647,2020-06-12,ZH,2.0,28.0,0.0,0.0
2648,2020-06-13,BL,0.0,2.0,0.0,0.0
2649,2020-06-13,FR,4.0,18.0,0.0,0.0
2650,2020-06-13,GR,0.0,2.0,0.0,1.0
2651,2020-06-13,JU,1.0,1.0,0.0,0.0
2652,2020-06-13,LU,0.0,0.0,0.0,0.0
2653,2020-06-13,NE,1.0,10.0,0.0,0.0
2654,2020-06-13,NW,0.0,0.0,0.0,0.0
2655,2020-06-13,SG,0.0,10.0,0.0,0.0
2656,2020-06-13,SH,0.0,0.0,0.0,0.0
2657,2020-06-13,VD,0.0,27.0,0.0,0.0
2658,2020-06-13,VS,0.0,25.0,0.0,1.0
2660,2020-06-13,GE,0.0,16.0,0.0,1.0
2661,2020-06-13,OW,0.0,0.0,0.0,0.0
2662,2020-06-13,AG,1.0,14.0,0.0,0.0
2663,2020-06-13,BE,1.0,14.0,0.0,0.0
2664,2020-06-13,TI,1.0,3.0,0.0,2.0
2665,2020-06-13,ZG,0.0,9.0,0.0,0.0
2666,2020-06-13,BS,0.0,5.0,0.0,0.0
2667,2020-06-13,SZ,0.0,1.0,0.0,0.0
2668,2020-06-13,TG,0.0,1.0,0.0,0.0
2669,2020-06-13,ZH,3.0,31.0,0.0,0.0
2670,2020-06-14,BL,0.0,2.0,0.0,0.0
2671,2020-06-14,FR,2.0,20.0,0.0,0.0
2672,2020-06-14,GR,0.0,2.0,0.0,1.0
2673,2020-06-14,JU,0.0,1.0,0.0,0.0
2674,2020-06-14,LU,1.0,1.0,0.0,0.0
2675,2020-06-14,NE,0.0,10.0,0.0,0.0
2676,2020-06-14,NW,0.0,0.0,0.0,0.0
2677,2020-06-14,SG,0.0,10.0,0.0,0.0
2678,2020-06-14,SH,0.0,0.0,0.0,0.0
2679,2020-06-14,VD,1.0,28.0,0.0,0.0
2680,2020-06-14,VS,0.0,25.0,0.0,1.0
2682,2020-06-14,GE,0.0,16.0,0.0,1.0
2683,2020-06-14,OW,0.0,0.0,0.0,0.0
2684,2020-06-14,SO,2.0,5.0,0.0,0.0
2685,2020-06-14,AG,2.0,16.0,0.0,0.0
2686,2020-06-14,BE,0.0,14.0,0.0,0.0
2687,2020-06-14,TI,3.0,6.0,0.0,2.0
2688,2020-06-14,ZG,0.0,9.0,0.0,0.0
2689,2020-06-14,BS,0.0,5.0,0.0,0.0
2690,2020-06-14,SZ,0.0,1.0,0.0,0.0
2691,2020-06-14,TG,0.0,1.0,0.0,0.0
2692,2020-06-14,ZH,5.0,36.0,0.0,0.0
2693,2020-06-15,BL,1.0,3.0,0.0,0.0
2694,2020-06-15,FR,0.0,20.0,0.0,0.0
2695,2020-06-15,GR,0.0,2.0,0.0,1.0
2696,2020-06-15,JU,0.0,1.0,0.0,0.0
2697,2020-06-15,LU,0.0,1.0,0.0,0.0
2698,2020-06-15,NE,1.0,11.0,0.0,0.0
2699,2020-06-15,NW,0.0,0.0,0.0,0.0
2700,2020-06-15,SG,1.0,11.0,0.0,0.0
2701,2020-06-15,VD,3.0,31.0,0.0,0.0
2702,2020-06-15,VS,5.0,30.0,0.0,1.0
2704,2020-06-15,GE,2.0,18.0,0.0,1.0
2705,2020-06-15,OW,0.0,0.0,0.0,0.0
2706,2020-06-15,SO,0.0,5.0,0.0,0.0
2707,2020-06-15,AG,1.0,17.0,0.0,0.0
2708,2020-06-15,BE,0.0,14.0,0.0,0.0
2709,2020-06-15,TI,0.0,6.0,0.0,2.0
2710,2020-06-15,ZG,2.0,11.0,0.0,0.0
2711,2020-06-15,BS,0.0,5.0,0.0,0.0
2712,2020-06-15,SH,0.0,0.0,0.0,0.0
2713,2020-06-15,SZ,0.0,1.0,0.0,0.0
2714,2020-06-15,TG,0.0,1.0,0.0,0.0
2715,2020-06-15,GL,0.0,0.0,0.0,0.0
2716,2020-06-15,AR,0.0,0.0,0.0,0.0
2717,2020-06-15,ZH,7.0,43.0,0.0,0.0
2718,2020-06-16,BL,0.0,3.0,0.0,0.0
2719,2020-06-16,FR,1.0,21.0,0.0,0.0
2720,2020-06-16,GR,0.0,2.0,0.0,1.0
2721,2020-06-16,JU,0.0,1.0,0.0,0.0
2722,2020-06-16,LU,0.0,1.0,0.0,0.0
2723,2020-06-16,NE,1.0,12.0,0.0,0.0
2724,2020-06-16,NW,0.0,0.0,0.0,0.0
2725,2020-06-16,SG,0.0,11.0,0.0,0.0
2726,2020-06-16,VD,8.0,39.0,1.0,1.0
2727,2020-06-16,VS,4.0,34.0,0.0,1.0
2729,2020-06-16,GE,0.0,18.0,0.0,1.0
2730,2020-06-16,OW,0.0,0.0,0.0,0.0
2731,2020-06-16,SO,0.0,5.0,0.0,0.0
2732,2020-06-16,AG,1.0,18.0,0.0,0.0
2733,2020-06-16,AI,0.0,0.0,0.0,0.0
2734,2020-06-16,BE,0.0,14.0,0.0,0.0
2735,2020-06-16,TI,0.0,6.0,0.0,2.0
2736,2020-06-16,ZG,1.0,12.0,0.0,0.0
2737,2020-06-16,BS,0.0,5.0,0.0,0.0
2738,2020-06-16,SH,0.0,0.0,0.0,0.0
2739,2020-06-16,SZ,0.0,1.0,0.0,0.0
2740,2020-06-16,TG,1.0,2.0,0.0,0.0
2741,2020-06-16,GL,0.0,0.0,0.0,0.0
2742,2020-06-16,ZH,7.0,50.0,0.0,0.0
2743,2020-06-17,BL,0.0,3.0,0.0,0.0
2744,2020-06-17,FR,1.0,22.0,0.0,0.0
2745,2020-06-17,GR,0.0,2.0,0.0,1.0
2746,2020-06-17,JU,0.0,1.0,0.0,0.0
2747,2020-06-17,LU,0.0,1.0,0.0,0.0
2748,2020-06-17,NE,1.0,13.0,0.0,0.0
2749,2020-06-17,NW,0.0,0.0,0.0,0.0
2750,2020-06-17,SG,0.0,11.0,0.0,0.0
2751,2020-06-17,VD,5.0,44.0,0.0,1.0
2752,2020-06-17,VS,1.0,35.0,0.0,1.0
2754,2020-06-17,GE,1.0,19.0,0.0,1.0
2755,2020-06-17,OW,0.0,0.0,0.0,0.0
2756,2020-06-17,SO,1.0,6.0,0.0,0.0
2757,2020-06-17,AG,0.0,18.0,0.0,0.0
2758,2020-06-17,AI,0.0,0.0,0.0,0.0
2759,2020-06-17,BE,0.0,14.0,0.0,0.0
2760,2020-06-17,TI,2.0,8.0,0.0,2.0
2761,2020-06-17,ZG,1.0,13.0,0.0,0.0
2762,2020-06-17,BS,1.0,6.0,0.0,0.0
2763,2020-06-17,SH,0.0,0.0,0.0,0.0
2764,2020-06-17,SZ,0.0,1.0,0.0,0.0
2765,2020-06-17,TG,0.0,2.0,0.0,0.0
2766,2020-06-17,GL,0.0,0.0,1.0,1.0
2767,2020-06-17,ZH,10.0,60.0,0.0,0.0
2768,2020-06-18,BL,0.0,3.0,0.0,0.0
2769,2020-06-18,FR,2.0,24.0,0.0,0.0
2770,2020-06-18,GR,0.0,2.0,0.0,1.0
2771,2020-06-18,JU,0.0,1.0,0.0,0.0
2772,2020-06-18,LU,0.0,1.0,0.0,0.0
2773,2020-06-18,NE,0.0,13.0,0.0,0.0
2774,2020-06-18,NW,0.0,0.0,0.0,0.0
2775,2020-06-18,SG,1.0,12.0,0.0,0.0
2776,2020-06-18,VD,2.0,46.0,0.0,1.0
2777,2020-06-18,VS,1.0,36.0,0.0,1.0
2779,2020-06-18,GE,0.0,19.0,0.0,1.0
2780,2020-06-18,OW,0.0,0.0,0.0,0.0
2781,2020-06-18,SO,0.0,6.0,0.0,0.0
2782,2020-06-18,AG,3.0,21.0,0.0,0.0
2783,2020-06-18,BE,0.0,14.0,0.0,0.0
2784,2020-06-18,TI,1.0,9.0,0.0,2.0
2785,2020-06-18,ZG,0.0,13.0,0.0,0.0
2786,2020-06-18,BS,0.0,6.0,0.0,0.0
2787,2020-06-18,SH,0.0,0.0,0.0,0.0
2788,2020-06-18,SZ,0.0,1.0,0.0,0.0
2789,2020-06-18,TG,0.0,2.0,0.0,0.0
2790,2020-06-18,GL,0.0,0.0,0.0,1.0
2791,2020-06-18,ZH,5.0,65.0,0.0,0.0
2792,2020-06-19,BL,1.0,4.0,0.0,0.0
2793,2020-06-19,FR,1.0,25.0,0.0,0.0
2794,2020-06-19,GR,0.0,2.0,0.0,1.0
2795,2020-06-19,JU,0.0,1.0,0.0,0.0
2796,2020-06-19,LU,0.0,1.0,0.0,0.0
2797,2020-06-19,NE,2.0,15.0,0.0,0.0
2798,2020-06-19,NW,0.0,0.0,0.0,0.0
2799,2020-06-19,SG,0.0,12.0,0.0,0.0
2800,2020-06-19,VD,6.0,52.0,0.0,1.0
2801,2020-06-19,VS,8.0,44.0,0.0,1.0
2803,2020-06-19,GE,4.0,23.0,0.0,1.0
2804,2020-06-19,OW,0.0,0.0,0.0,0.0
2805,2020-06-19,SO,2.0,8.0,0.0,0.0
2806,2020-06-19,AG,2.0,23.0,0.0,0.0
2807,2020-06-19,AI,0.0,0.0,0.0,0.0
2808,2020-06-19,BE,0.0,14.0,0.0,0.0
2809,2020-06-19,TI,0.0,9.0,0.0,2.0
2810,2020-06-19,ZG,0.0,13.0,0.0,0.0
2811,2020-06-19,AR,0.0,0.0,0.0,0.0
2812,2020-06-19,BS,1.0,7.0,0.0,0.0
2813,2020-06-19,SH,0.0,0.0,0.0,0.0
2814,2020-06-19,SZ,1.0,2.0,0.0,0.0
2815,2020-06-19,TG,0.0,2.0,0.0,0.0
2816,2020-06-19,GL,0.0,0.0,0.0,1.0
2817,2020-06-19,ZH,1.0,66.0,0.0,0.0
2818,2020-06-20,BL,1.0,5.0,0.0,0.0
2819,2020-06-20,FR,5.0,30.0,0.0,0.0
2820,2020-06-20,GR,0.0,2.0,0.0,1.0
2821,2020-06-20,JU,0.0,1.0,0.0,0.0
2822,2020-06-20,LU,0.0,1.0,0.0,0.0
2823,2020-06-20,NE,1.0,16.0,0.0,0.0
2824,2020-06-20,NW,0.0,0.0,0.0,0.0
2825,2020-06-20,SG,1.0,13.0,0.0,0.0
2826,2020-06-20,VD,2.0,54.0,0.0,1.0
2827,2020-06-20,VS,4.0,48.0,0.0,1.0
2829,2020-06-20,GE,4.0,27.0,0.0,1.0
2830,2020-06-20,OW,0.0,0.0,0.0,0.0
2831,2020-06-20,AG,3.0,26.0,0.0,0.0
2832,2020-06-20,BE,4.0,18.0,0.0,0.0
2833,2020-06-20,TI,1.0,10.0,0.0,2.0
2834,2020-06-20,ZG,0.0,13.0,0.0,0.0
2835,2020-06-20,BS,0.0,7.0,0.0,0.0
2836,2020-06-20,SH,0.0,0.0,0.0,0.0
2837,2020-06-20,SZ,0.0,2.0,0.0,0.0
2838,2020-06-20,TG,0.0,2.0,0.0,0.0
2839,2020-06-20,ZH,7.0,73.0,0.0,0.0
2840,2020-06-21,BL,0.0,5.0,0.0,0.0
2841,2020-06-21,FR,0.0,30.0,0.0,0.0
2842,2020-06-21,GR,0.0,2.0,0.0,1.0
2843,2020-06-21,JU,2.0,3.0,0.0,0.0
2844,2020-06-21,LU,1.0,2.0,0.0,0.0
2845,2020-06-21,NE,1.0,17.0,0.0,0.0
2846,2020-06-21,NW,0.0,0.0,0.0,0.0
2847,2020-06-21,SG,0.0,13.0,0.0,0.0
2848,2020-06-21,VD,2.0,56.0,0.0,1.0
2849,2020-06-21,VS,2.0,50.0,0.0,1.0
2851,2020-06-21,GE,0.0,27.0,0.0,1.0
2852,2020-06-21,OW,0.0,0.0,0.0,0.0
2853,2020-06-21,AG,0.0,26.0,1.0,1.0
2854,2020-06-21,BE,2.0,20.0,0.0,0.0
2855,2020-06-21,TI,0.0,10.0,0.0,2.0
2856,2020-06-21,ZG,0.0,13.0,0.0,0.0
2857,2020-06-21,BS,0.0,7.0,0.0,0.0
2858,2020-06-21,SH,0.0,0.0,0.0,0.0
2859,2020-06-21,SZ,0.0,2.0,0.0,0.0
2860,2020-06-21,TG,0.0,2.0,0.0,0.0
2861,2020-06-21,ZH,5.0,78.0,0.0,0.0
2862,2020-06-22,BL,2.0,7.0,0.0,0.0
2863,2020-06-22,FR,0.0,30.0,1.0,1.0
2864,2020-06-22,GR,1.0,3.0,0.0,1.0
2865,2020-06-22,JU,0.0,3.0,0.0,0.0
2866,2020-06-22,LU,0.0,2.0,0.0,0.0
2867,2020-06-22,NE,0.0,17.0,0.0,0.0
2868,2020-06-22,NW,0.0,0.0,0.0,0.0
2869,2020-06-22,SG,3.0,16.0,0.0,0.0
2870,2020-06-22,VD,11.0,67.0,1.0,2.0
2871,2020-06-22,VS,4.0,54.0,0.0,1.0
2873,2020-06-22,GE,1.0,28.0,0.0,1.0
2874,2020-06-22,OW,0.0,0.0,0.0,0.0
2875,2020-06-22,SO,0.0,8.0,0.0,0.0
2876,2020-06-22,AG,2.0,28.0,0.0,1.0
2877,2020-06-22,BE,3.0,23.0,0.0,0.0
2878,2020-06-22,TI,1.0,11.0,0.0,2.0
2879,2020-06-22,ZG,1.0,14.0,0.0,0.0
2880,2020-06-22,BS,0.0,7.0,0.0,0.0
2881,2020-06-22,SH,0.0,0.0,0.0,0.0
2882,2020-06-22,AR,0.0,0.0,0.0,0.0
2883,2020-06-22,SZ,4.0,6.0,0.0,0.0
